emotion,original_text,text_tokens,preprocessed_text
shame,When I fell head on in a fountain.,"['fell', 'head', 'fountain']",fell head fountain
guilt,"I had to undergo an operation in Summer and so my family had to stay at home during the holidays.  I felt guilty, above all because of my brothers.","['undergo', 'operation', 'summer', 'family', 'stay', 'home', 'holiday', 'felt', 'guilty', 'brother']",undergo operation summer family stay home holiday felt guilty brother
happiness,I came across a friend with whom I had lost touch for a long time.,"['came', 'across', 'friend', 'lost', 'touch', 'long', 'time']",came across friend lost touch long time
fear,"I had decided to propose to the man I liked to make a trip together.  One day, during breakfast I told him my idea.  I was afraid of his not accepting it and that the idea would end up as a failure.","['decided', 'propose', 'man', 'liked', 'make', 'trip', 'together', 'one', 'day', 'breakfast', 'told', 'idea', 'afraid', 'accepting', 'idea', 'would', 'end', 'failure']",decided propose man liked make trip together one day breakfast told idea afraid accepting idea would end failure
anger,A person I trusted a lot gave me many false explanations to justify a wrong action.,"['person', 'trusted', 'lot', 'gave', 'many', 'false', 'explanation', 'justify', 'wrong', 'action']",person trusted lot gave many false explanation justify wrong action
sadness,I was having breakfast with a classmate and suddenly I began to cry as I thought of a friend of mine whom I had not seen for a long time.,"['breakfast', 'classmate', 'suddenly', 'began', 'cry', 'thought', 'friend', 'mine', 'seen', 'long', 'time']",breakfast classmate suddenly began cry thought friend mine seen long time
disgust,"During lunch with some classmates, a priest was also there.  He was eating desperately as if someone was going to take his plate away.  He did it with gluttony.  He wiped his hands on his suit several times and it was full of crumbs.","['lunch', 'classmate', 'priest', 'also', 'eating', 'desperately', 'someone', 'going', 'take', 'plate', 'away', 'gluttony', 'wiped', 'hand', 'suit', 'several', 'time', 'full', 'crumb']",lunch classmate priest also eating desperately someone going take plate away gluttony wiped hand suit several time full crumb
shame,When a professor caught me absent-minded and not paying attention to what he was saying.,"['professor', 'caught', 'absentminded', 'paying', 'attention', 'saying']",professor caught absentminded paying attention saying
guilt,"One day, I was alone on duty when a patient choked while eating.  I ran to her and tried to make her breath, but it was too late.","['one', 'day', 'alone', 'duty', 'patient', 'choked', 'eating', 'ran', 'tried', 'make', 'breath', 'late']",one day alone duty patient choked eating ran tried make breath late
happiness,"At a party, on New Year's Eve, I met on old friend whom I had not seen for some time","['party', 'new', 'year', 'eve', 'met', 'old', 'friend', 'seen', 'time']",party new year eve met old friend seen time
fear,Once I failed seven subjects at school and I was terrified to give my report card to my father.  I left it on the table and went to bed very early in order to avoid him seeing me.,"['failed', 'seven', 'subject', 'school', 'terrified', 'give', 'report', 'card', 'father', 'left', 'table', 'went', 'bed', 'early', 'order', 'avoid', 'seeing']",failed seven subject school terrified give report card father left table went bed early order avoid seeing
anger,"When, after drinking a glass of water, I found a cockroach walking out of the glass.","['drinking', 'glass', 'water', 'found', 'cockroach', 'walking', 'glass']",drinking glass water found cockroach walking glass
sadness,"I have a very close friend who lives in another city and we have been writing to each other for a long time.  The last time I went to her city, just to see her, I was disappointed to see how great the distance between us was.","['close', 'friend', 'life', 'another', 'city', 'writing', 'long', 'time', 'last', 'time', 'went', 'city', 'see', 'disappointed', 'see', 'great', 'distance']",close friend life another city writing long time last time went city see disappointed see great distance
disgust,They asked me to throw the rubbish into a dustbin which had some awful liquid accumulated at the bottom.,"['asked', 'throw', 'rubbish', 'dustbin', 'awful', 'liquid', 'accumulated', 'bottom']",asked throw rubbish dustbin awful liquid accumulated bottom
shame,The girl with whom I was going around had been forbidden to be alone with me in the house.  We paid no attention to this prohibition but one day her parents appeared and I jumped out of the window.  They saw me.,"['girl', 'going', 'around', 'forbidden', 'alone', 'house', 'paid', 'attention', 'prohibition', 'one', 'day', 'parent', 'appeared', 'jumped', 'window', 'saw']",girl going around forbidden alone house paid attention prohibition one day parent appeared jumped window saw
guilt,"I was driving a friend's car, and I got close to the pavement to ask my way and I struck a parked car.","['driving', 'friend', 'car', 'got', 'close', 'pavement', 'ask', 'way', 'struck', 'parked', 'car']",driving friend car got close pavement ask way struck parked car
happiness,"Every time, in the last few days, when my girlfriend told me that she loves me.","['every', 'time', 'last', 'day', 'girlfriend', 'told', 'love']",every time last day girlfriend told love
fear,"I stayed alone in the dark at night in the mountain, waiting for my uncle.  I remember that I took a big stone and it calmed me.","['stayed', 'alone', 'dark', 'night', 'mountain', 'waiting', 'uncle', 'remember', 'took', 'big', 'stone', 'calmed']",stayed alone dark night mountain waiting uncle remember took big stone calmed
anger,"We were at school, in the room for audiovisual classes.  We were watching a film, and just behind me two classmates were bothering me with their mocking and shoves.  I reacted angrily (I suppose)  by hitting one of them.","['school', 'room', 'audiovisual', 'class', 'watching', 'film', 'behind', 'two', 'classmate', 'bothering', 'mocking', 'shove', 'reacted', 'angrily', 'suppose', 'hitting', 'one']",school room audiovisual class watching film behind two classmate bothering mocking shove reacted angrily suppose hitting one
disgust,Once I had to clean a lavatory which was obstructed.  It was in a friend's country house and there was nobody there to help me.,"['clean', 'lavatory', 'obstructed', 'friend', 'country', 'house', 'nobody', 'help']",clean lavatory obstructed friend country house nobody help
shame,"In a Mathematics class, the professor asked me a question and I gave the wrong answer.","['mathematics', 'class', 'professor', 'asked', 'question', 'gave', 'wrong', 'answer']",mathematics class professor asked question gave wrong answer
guilt,"When I lost my study grant without having attended any exam in the career I had started, and it was too late to cancel my registration.","['lost', 'study', 'grant', 'without', 'attended', 'exam', 'career', 'started', 'late', 'cancel', 'registration']",lost study grant without attended exam career started late cancel registration
happiness,A party I went to last Christmas.,"['party', 'went', 'last', 'christmas']",party went last christmas
fear,When my mother had a nervous illness.,"['mother', 'nervous', 'illness']",mother nervous illness
anger,During my last exam.,"['last', 'exam']",last exam
sadness,When I had to come back from my village last Christmas.,"['come', 'back', 'village', 'last', 'christmas']",come back village last christmas
disgust,One day I went to see a rather disagreeable film (X).,"['one', 'day', 'went', 'see', 'rather', 'disagreeable', 'film']",one day went see rather disagreeable film
shame,Once I had to visit a rather special person.,"['visit', 'rather', 'special', 'person']",visit rather special person
guilt,"Once, I accidentally injured a boy in the eye and he almost lost it.","['accidentally', 'injured', 'boy', 'eye', 'almost', 'lost']",accidentally injured boy eye almost lost
